λ,espec_0,espec_1,espec_2,espec_3,espec_4,espec_5,espec_6,espec_7,espec_8,espec_9
1.041525355825504,-0.01886499486609157,192.37290080968228,-174.43068255935896,3555.2973287290038,1851.1874924651636,-19091.276185102168,40814.04373105571,-38373.65643604065,-176426.13222119235,75675.13338305036
1.042578971949823,-0.01879028219766355,191.64960589832623,-180.1117269036957,3524.8130833479063,1817.6116758532341,-18971.20628429542,39431.16899963464,-40115.52529083651,-154183.9161246578,57606.436644437475
1.043633653921393,-0.018716639539684166,190.8143148366686,-178.73698448008557,3502.5990899217513,1773.423885264488,-18862.02737994055,38351.62151854193,-40907.0568882566,-129142.75025703729,41156.81084795423
1.0446894028184348,-0.018646529783476383,189.65405522610757,-158.19189291344537,3502.921768867803,1708.8088394562349,-18804.890514069997,38133.08360557098,-40339.82508020343,-93337.10002709666,25950.474179478708
1.0457462197202587,-0.018577264783177894,188.42153138192646,-133.01316294372862,3511.289590077055,1624.3959914601744,-18778.68822796687,38409.45761551311,-38532.65716557304,-61896.69808729124,13022.415162409508
1.0468041057072681,-0.01850887964968864,187.11433421520547,-102.99637094736833,3526.359906990241,1529.552608468786,-18774.96954589076,39028.35953172109,-36114.502515910775,-30755.03323813807,1422.386035044584
1.047863061860959,-0.018440277257769103,185.8328124679347,-73.43668665258737,3544.354674116488,1413.7453351630686,-18790.826617269955,40010.89950199474,-32263.06657250738,-10157.619393552382,-6594.040060275827
1.0489230892639212,-0.018370617142954238,184.67915299303917,-49.13708631877641,3557.6596018451874,1295.6942714775478,-18808.348570903174,40983.1171950719,-28377.2138620047,957.2067105322468,-11513.528602281302
1.0499841889998398,-0.018300267882101397,183.6029964454461,-28.030752572032217,3568.9349032580394,1171.0004882458102,-18829.84390449799,42029.49240393446,-24076.06009738397,4190.217201039495,-13930.400334508073
1.0510463621534962,-0.018228435778042642,182.74255209634532,-15.313346416555511,3571.6028474403784,1052.6937804796294,-18856.087543059115,42980.666408143035,-20629.052229131696,-5083.873505784026,-11937.967084443993
1.052109609810769,-0.018156427476325086,181.95695247997187,-4.660366326801734,3571.7358638312276,943.3031114183171,-18888.959692669792,43918.22495644041,-18166.796677029484,-16952.033293279183,-8378.89177970407
1.0531739330586358,-0.01808373956337656,181.30092582771235,1.4723454673792116,3566.7571413719584,842.9306531647777,-18927.078723000057,44793.40381250719,-16711.325352808693,-34839.376593255955,-2274.4643903954848
1.0542393329851727,-0.018011369726815305,180.72629619833978,6.235171646538143,3559.1279287288644,763.2342103038039,-18971.225132053994,45627.14303439037,-17293.801842271143,-52216.22300981394,5161.278255769953
1.0553058106795579,-0.017938997026043024,180.18160483242934,9.861547673250222,3549.6725954408485,690.4586009946298,-19000.886704766475,46391.987503673496,-18255.093887337716,-69318.76888449205,12812.862305476343
1.0563733672320705,-0.017866983877442125,179.68553425439686,12.760256038148881,3538.314212597453,634.3345978870404,-19025.29340009163,47099.71817166725,-20658.856526553398,-84715.61232903015,21010.196608992544
1.0574420037340928,-0.017795305412441852,179.15273612693557,15.64816916865071,3525.2272828008863,583.6135926382248,-18988.168802057775,47610.723126744095,-22305.41707435876,-95029.90197681078,27261.915180248627
1.058511721278111,-0.017723851037669994,178.59918316090955,18.625119949191387,3509.7981367002903,539.1422107067095,-18910.931333756907,47951.74308386939,-23553.443891818748,-101374.51321843095,32199.579302363858
1.0595825209577168,-0.017652795275556025,177.98166400733126,21.871891725107123,3491.978377935431,498.77806257145727,-18749.74491091586,48015.83402453052,-23392.93321393962,-100762.26500890718,34227.86340615183
1.0606544038676078,-0.017582070406738225,177.2611898940044,26.06428801924404,3467.700904072823,461.925855062836,-18478.714658298923,47591.83152781259,-20660.840670820213,-89986.51436632845,31860.19667471436
1.0617273711035895,-0.017511585783061997,176.49662523351668,30.405968605723093,3441.059624922143,426.5964665786035,-18154.97345423897,46950.46215458403,-16928.68495542713,-74646.6609793126,27307.27576912794
1.0628014237625754,-0.017441580094345016,175.5787984462379,36.195103139067804,3404.4346942313914,395.2348004696788,-17673.287231353937,45575.00704486833,-9317.321788922904,-44508.27822694775,16190.196839053116
1.0638765629425888,-0.017371874863206765,174.6667590281574,41.20069250504193,3366.6740717767607,362.2942027704011,-17191.700441082176,44099.97331859433,-2048.1150809505566,-14244.53267571837,3872.695537413291
1.0649527897427642,-0.017302470025975108,173.69788208945076,46.48466033349578,3324.458196064347,330.22039448486674,-16650.439146293218,42296.6294857655,6600.578106368373,21745.119937107836,-11469.85272906475
1.066030105263347,-0.017233538542695773,172.81644050467034,49.36566300982768,3284.4388194168787,292.5162641985229,-16187.7513754544,40624.697462975026,12637.658282518738,50762.26685584389,-26276.354937548043
